pointid,grid_code,Slope,Soil_depth,Curvature,Row,Col
111,6.1440253257751465,5.053665577711426,2.881936385867009,0.0053914285229282825,7,69
112,7.801183700561523,14.147517314573781,2.877064291783377,0.0066437692935665035,7,70
113,11.988224983215332,17.79358957511637,2.864754267966992,0.0032380753072429793,7,71
114,13.740639686584473,15.901114262230843,2.859602117491661,0.0006391638550954648,7,72
115,11.101152420043945,13.786188328986118,2.86736228724417,0.0025314974670519654,7,73
116,7.436478614807129,6.48991245408264,2.8781365354008908,0.00367373499203157,7,74
117,6.129312515258789,1.8670194127559714,2.881979641960187,0.0018178231463718433,7,75
118,5.957368850708008,0.6607619680357533,2.882485161362268,0.000740060004506726,7,76
119,6.758565902709961,0.5200120414345414,2.8801296185992626,-0.0001439541499974473,7,77
120,5.576663017272949,0.7725395239323033,2.8836044476458875,0.0007733280660917826,7,78
121,5.970869541168213,1.5676831738806989,2.8824454689375023,0.00012076968892677753,7,79
122,6.4696221351623535,0.5501291599212466,2.8809791217256926,-0.0012714815819119224,7,80
123,6.260247707366943,1.3683548830174395,2.8815946886663344,-0.0006372558019714183,7,81
124,5.172773361206055,0.8895332894392843,2.8847918950460296,0.0008830962416557545,7,82
125,6.160164833068848,1.535463286787029,2.8818889352435835,0.00010652174278311214,7,83
126,6.574790000915527,1.2443581150011183,2.880669925124861,-0.0004110705903308849,7,84
127,7.218686103820801,1.0846135144924898,2.878776851752291,-0.0009758563515362953,7,85
128,6.907989978790283,1.6487120620761222,2.879690307445845,-0.0012628707013536402,7,86
129,1.6794177293777466,4.858431391891873,2.895062462762919,0.0010211542169609989,8,50
130,3.5898656845092773,4.7009971182999335,2.889445689905899,0.0013776906559640903,8,51
131,4.8939595222473145,7.664792257101886,2.88561161588617,0.004862480633080608,8,52
132,8.182044982910156,14.50533614492175,2.8759445484754056,0.005085743654709138,8,53
133,12.314285278320312,20.654551357003516,2.8637956411641117,0.0017958614603446996,8,54
134,12.17608642578125,19.01216402337253,2.8642019498320486,0.001580788071812474,8,55
135,8.822769165039062,9.529884686131604,2.874060800642678,0.003274337277145347,8,56
136,5.5658955574035645,4.06862645357596,2.8836361042927856,0.004334374830859367,8,57
